1000 80000
872 929 1928
764 875 2177
727 773 597
854 996 1686
717 767 2518
909 947 3606
882 942 4317
809 899 855
739 927 1529
895 908 4421
756 777 234
550 962 2481
914 919 1284
635 669 269
453 511 4233
689 766 2895
855 874 442
600 662 1379
853 931 705
774 931 3547
801 993 3411
880 980 4185
832 841 2232
874 978 1725
788 809 2744
799 948 3455
831 866 4604
744 787 2845
863 920 2068
630 933 4688
680 949 2660
913 940 484
777 962 1619
830 848 55
843 867 1384
622 963 1408
765 913 2319
745 813 3433
718 974 1766
675 792 3479
912 970 1081
758 902 1573
705 982 695
869 912 3687
839 887 2669
886 935 2473
663 906 625
599 854 4626
888 914 177
747 780 1406
830 965 438
672 979 167
878 938 4615
789 994 1199
962 977 4397
803 868 2455
866 965 4512
804 817 1669
809 891 1687
926 985 2614
697 928 3004
616 649 911
531 837 677
966 976 3443
707 751 2576
526 975 2240
723 926 1009
770 882 3713
904 919 4231
541 904 3882
746 783 1946
750 780 1278
833 867 1612
872 984 4754
778 897 803
637 716 2204
586 657 2638
708 774 579
828 901 3182
770 879 622
938 965 3125
819 882 3144
770 911 4285
882 944 718
790 905 1908
902 964 2996
630 805 3129
855 943 1261
845 898 960
733 775 4668
922 937 2319
645 955 4634
874 906 1264
824 861 2296
798 909 1176
811 898 2822
913 960 3838
843 886 4269
941 984 519
863 922 4807
822 839 677
744 853 2030
889 992 3504
822 896 428
824 853 4394
819 895 3789
454 748 2048
892 977 4616
920 927 256
554 868 2284
620 797 1472
815 877 3763
648 964 3303
915 948 3897
612 748 3437
800 936 3118
932 934 4725
896 934 546
851 992 413
826 842 917
802 852 4183
612 846 1588
473 674 4514
664 989 3585
974 987 1001
786 808 4043
710 789 675
688 749 2255
782 859 3237
714 854 837
878 937 716
738 812 2091
854 939 4257
715 909 3271
860 949 1226
811 856 305
871 920 116
920 963 429
722 740 3436
942 968 3165
876 934 4762
786 907 3595
359 362 3431
745 892 2897
764 947 4590
976 992 4058
897 951 5000
778 937 407
708 733 1599
921 980 1432
941 945 527
834 936 704
859 965 2302
675 984 726
859 925 4970
946 989 1501
739 793 1007
794 935 2432
696 847 4063
756 855 1340
835 988 1862
520 777 4640
684 968 1079
728 940 2013
763 900 4980
958 959 1308
945 956 4423
892 978 92
785 809 3794
856 958 50
923 933 2657
869 987 746
641 759 2269
695 946 1065
862 975 2595
759 766 3912
842 851 3051
647 702 4249
705 889 829
793 844 3515
794 824 3477
691 936 2710
841 846 3888
854 934 3638
923 986 4461
690 916 3377
855 935 134
670 819 532
360 977 249
953 988 4824
644 862 757
872 901 1182
926 968 4593
934 974 1463
957 994 2536
571 984 4444
863 971 2494
869 990 390
796 968 1311
806 848 1639
862 883 1467
782 935 1028
742 830 1614
933 984 1534
439 664 4065
953 963 1789
833 938 3100
540 658 3127
651 836 1845
865 902 4793
891 959 4228
881 983 721
667 690 3709
859 881 3053
795 818 3209
802 915 1471
792 935 3059
777 853 4461
815 842 2366
800 989 3488
849 910 1800
753 805 818
844 905 3539
470 729 4388
809 889 4565
761 895 88
709 778 767
627 867 3842
2 716 1086
5 327 3076
4 701 2402
11 184 3832
23 27 200
11 595 364
4 877 1426
18 33 3130
10 628 3845
8 1000 3943
5 747 842
20 161 1671
18 523 4621
3 198 2399
22 309 2717
28 351 2656
3 846 287
27 996 1676
12 582 1801
17 644 2459
15 437 2057
17 660 827
5 987 3777
1 870 4991
10 425 1676
21 197 4398
15 434 795
9 656 2304
10 926 3707
11 100 3462
3 968 2364
2 476 4781
11 841 4685
17 747 2470
7 457 1041
17 213 4296
27 667 2545
22 768 290
6 811 4663
21 865 486
3 187 1642
29 250 1247
12 828 1157
19 67 1104
18 164 1051
26 606 709
20 459 2496
7 886 2841
24 101 844
9 983 3339
29 755 807
31 918 825
17 474 1438
30 425 4018
9 315 2929
3 7 2553
9 844 532
22 256 1252
20 726 3204
12 147 2240
8 72 4434
6 388 3686
8 658 1439
19 540 4726
25 287 162
33 130 4988
28 386 3938
16 648 4391
20 195 381
24 887 1660
4 161 3108
25 675 1442
16 619 3199
14 984 2966
33 442 1141
13 794 2258
13 272 4598
1 531 3058
2 79 1750
12 497 2684
19 77 420
32 844 3346
7 320 1973
8 25 2298
5 729 1139
20 586 3042
3 285 4829
21 32 1576
15 174 3664
4 396 1989
16 280 4814
4 515 782
17 854 723
11 688 330
25 795 3016
27 513 725
25 111 726
5 391 359
7 540 102
24 939 4213
30 796 3308
6 589 2796
34 457 3297
5 263 653
1 153 3901
5 406 1675
31 306 3490
2 275 237
19 85 4215
17 800 2478
33 99 3413
3 246 409
32 431 1462
19 825 3082
27 696 4874
23 714 4646
13 316 3727
17 427 2763
16 188 1469
5 141 2043
31 399 1009
27 960 3921
32 416 4736
6 485 3248
3 707 2574
14 628 4353
34 528 4104
30 904 2713
13 846 2529
12 277 1086
11 787 1909
10 668 3129
14 843 2487
11 215 3945
10 864 2142
18 57 3969
17 433 3235
5 269 3263
15 782 1501
32 269 2808
21 37 413
19 466 1162
12 620 798
7 626 2127
22 696 1059
33 335 4475
5 690 1918
10 610 533
31 116 1187
19 127 3278
28 305 1289
2 964 4057
26 620 2143
33 79 974
6 852 452
2 580 1462
31 801 474
17 103 1411
24 814 3157
22 666 748
4 530 1362
4 339 3521
6 618 4568
23 291 3708
24 876 102
34 64 2283
8 318 1843
9 893 1284
22 831 3634
14 376 4160
15 503 4068
5 761 2548
7 414 4729
14 76 461
20 868 2506
15 739 4608
1 776 938
7 83 4995
22 210 577
4 960 2967
24 567 366
28 465 3842
33 654 4177
32 645 3379
24 820 4585
32 352 2622
23 410 1737
25 388 450
28 798 3703
19 706 1857
15 115 80
11 209 4
28 276 2657
18 363 4025
6 712 581
27 110 2790
30 54 3824
7 606 4147
8 117 3280
27 299 3151
23 716 2169
10 319 1880
10 291 2385
26 207 3001
15 950 4186
1 112 4191
5 506 279
34 282 3666
23 910 236
18 229 428
29 293 1691
33 397 2620
8 464 833
7 486 3408
26 97 2006
3 789 2585
2 900 4960
2 695 1112
1 741 1735
31 522 2275
30 775 3102
1 739 202
27 811 2298
21 80 3010
25 402 1488
19 671 573
24 289 1358
14 110 951
10 149 118
13 407 3336
14 797 1550
32 770 4706
33 474 2786
8 938 1175
5 238 1010
32 100 4215
28 210 4601
7 143 3097
4 916 1150
16 761 774
3 211 2729
28 436 2637
29 374 3932
6 577 4435
6 279 948
25 269 86
23 456 862
18 537 4907
27 788 67
19 236 4773
25 792 1422
15 537 4968
28 893 4463
34 103 654
28 937 377
5 550 4646
6 456 332
4 129 613
18 519 2833
3 778 4735
18 864 2008
8 29 43
10 694 3195
29 471 4508
32 561 2370
10 13 3947
4 757 4569
17 113 4974
23 726 2814
29 546 2082
21 302 296
33 547 292
33 831 2368
23 939 1263
6 693 1036
31 266 4861
14 399 2326
10 684 1686
23 926 2746
20 175 3160
9 460 3579
28 314 243
5 831 4071
22 939 298
7 568 2905
25 513 1582
25 629 4639
34 491 3216
1 823 1848
24 747 978
5 436 4312
18 483 2726
6 769 3004
28 185 1922
31 765 3976
4 117 167
9 33 1915
9 819 3806
25 874 1052
2 616 29
31 481 2224
26 759 2978
11 540 4876
7 148 3396
15 781 2209
19 133 3720
19 511 107
17 961 1314
10 850 376
13 994 2944
5 148 4947
1 274 817
17 550 4344
4 538 4708
13 298 4088
22 809 4305
18 578 1805
33 949 3281
12 322 1851
18 646 3840
17 419 25
17 267 3507
4 692 162
30 84 4475
11 13 2109
32 191 792
5 47 1638
4 106 2713
9 956 2589
29 63 3743
3 278 749
17 778 1173
7 560 1183
31 69 2314
22 785 1265
3 495 4685
19 707 485
21 501 1810
12 967 3313
9 334 482
2 374 3761
4 493 2755
20 750 127
20 560 935
5 726 3081
25 860 3128
22 92 946
31 889 1228
1 262 563
1 461 743
10 514 228
10 703 4525
13 388 4570
16 618 1120
28 90 351
16 151 503
11 959 417
30 580 394
31 384 2603
7 767 531
2 222 2431
3 263 1759
8 478 4547
12 402 3399
6 439 4604
1 796 777
12 141 57
23 950 2808
33 783 2836
27 602 1805
3 798 655
24 750 20
23 619 474
4 488 4711
9 489 1240
34 129 1688
25 496 2918
30 679 2078
7 532 4717
1 792 4581
13 678 4602
21 583 3657
13 651 2204
28 121 632
13 125 2057
26 377 1746
12 821 2679
25 227 2834
14 346 4513
14 103 4170
3 53 2513
23 838 1589
33 805 2426
12 914 1933
5 486 1702
9 440 3201
13 205 1191
28 104 4287
3 939 3291
15 67 2605
28 536 4005
12 699 4359
1 479 4963
18 314 1322
12 708 690
30 48 2100
13 158 2148
28 921 1908
26 893 2160
34 545 3142
7 347 538
26 366 1610
19 149 370
34 617 3102
27 818 2194
22 182 409
12 937 934
1 409 2695
31 314 545
4 833 532
31 324 2004
14 488 4718
26 687 1758
11 480 1743
16 264 2662
13 854 1121
15 607 3766
24 485 1347
15 785 2904
7 133 4621
3 384 2223
3 972 732
24 486 4449
9 929 4602
15 204 207
11 146 50
24 703 3914
13 412 1834
5 453 933
28 329 4477
24 974 983
12 486 1216
15 24 4143
31 718 3300
6 278 340
32 434 2086
32 653 1062
20 503 2224
33 332 2594
30 505 754
30 969 2415
31 515 3092
8 574 3755
9 711 4337
32 744 3876
28 829 2504
19 869 3402
10 748 28
30 524 123
9 680 4039
10 817 4957
33 581 1018
13 147 4557
34 252 3965
16 415 3727
33 665 4278
9 754 2113
29 644 2837
4 646 3442
5 294 1594
24 250 2657
21 618 3465
14 930 1434
27 967 4509
17 809 1334
12 512 2139
27 900 240
5 768 3849
23 783 1120
10 343 1260
18 802 301
34 260 4320
30 869 2352
2 360 4284
22 724 4957
18 144 2248
22 500 2154
30 211 2201
4 511 1782
2 986 4364
20 707 3525
8 512 2283
2 934 1361
3 703 182
12 235 4981
11 621 4735
33 843 3808
15 860 673
3 860 2547
17 345 2819
29 45 289
26 870 2148
19 895 1066
32 378 4762
6 729 3506
14 856 4540
7 463 4045
20 801 2119
2 734 125
31 440 2488
23 192 3896
2 526 3895
11 337 2494
13 16 4571
9 911 4485
34 549 3842
18 793 755
27 412 1837
17 45 4096
5 554 2051
12 853 2347
32 667 923
5 997 4556
30 46 288
22 694 4914
14 30 4673
26 335 4631
8 701 60
5 133 1300
23 550 3853
33 265 1203
12 677 4099
13 314 4799
27 756 4494
24 679 4655
33 216 4374
5 571 1831
30 748 3373
32 609 1510
26 847 2664
31 396 2236
3 875 98
24 200 134
9 200 3319
14 565 3950
1 800 3226
6 10 1308
29 663 775
22 95 2852
23 262 1183
31 84 3653
10 632 3388
33 146 4817
5 404 4809
11 446 3864
11 266 1534
29 975 1136
9 748 2284
17 669 3859
17 493 4306
10 951 2986
11 393 4962
5 255 611
28 404 2823
19 626 2270
30 255 3794
21 739 600
8 806 3965
25 927 680
22 334 3617
5 351 792
5 848 3005
26 946 3676
24 61 168
31 291 2562
16 996 613
30 132 157
25 326 853
5 911 3150
4 910 2827
10 410 4513
17 324 3063
3 274 1227
16 626 2132
17 605 783
2 657 3901
10 517 4929
1 624 4933
27 400 2645
4 708 2734
10 577 4465
25 833 266
23 936 2523
26 696 686
5 260 3362
28 181 3333
4 876 2859
14 962 2671
15 50 293
26 906 4785
32 717 3965
2 579 1190
12 955 4554
22 194 1111
14 677 4270
2 529 3112
1 851 4820
19 103 4209
16 192 1241
34 652 261
26 63 2635
13 979 3709
14 737 1186
2 224 1644
19 139 1433
17 934 2629
8 827 1478
29 355 4927
6 22 4600
34 887 4205
7 792 2006
15 873 4904
3 185 233
29 320 4780
32 329 974
1 746 1027
23 575 415
33 728 1478
7 97 1681
12 966 142
9 775 1574
24 166 3201
26 656 3007
7 378 863
17 388 1062
4 862 382
30 273 2634
19 640 4045
5 850 301
14 660 427
34 204 4205
6 291 3641
30 283 3524
18 141 1407
2 765 950
21 377 3558
28 988 3639
24 830 1037
1 131 3310
2 122 4623
31 867 4787
6 753 1805
31 295 3350
34 574 2368
26 383 1396
34 504 3111
9 910 1812
12 359 4296
13 875 2796
9 397 4610
2 743 2638
29 322 2150
6 414 2035
8 192 700
9 895 1534
12 157 1873
1 636 3643
22 295 4026
32 874 639
32 500 2236
23 378 1075
5 695 170
1 999 687
17 109 2658
14 460 4639
21 413 2639
2 367 1301
20 212 1829
12 130 3125
10 293 4173
3 981 2325
29 489 806
14 592 235
7 293 622
11 781 1826
19 526 2864
4 375 4632
9 276 2877
5 210 380
6 695 4350
18 496 2128
15 865 3816
9 342 3426
23 727 4335
2 919 180
20 601 3891
2 968 145
24 416 78
12 110 3457
7 788 1219
24 766 1717
33 876 4423
18 206 1199
30 209 2768
29 179 3040
20 322 3358
15 260 4869
33 254 94
15 604 4601
29 79 4714
11 247 4388
7 616 3437
8 760 3678
34 35 4603
4 385 4057
34 306 1120
33 865 845
20 704 1592
11 382 838
11 931 1276
3 345 2199
7 547 588
21 741 2867
24 356 1154
25 665 4998
12 397 4265
16 359 4265
8 617 4502
2 823 1849
7 650 1877
26 592 2264
18 399 2640
7 858 2022
18 992 965
22 902 3946
5 338 1595
11 476 2183
23 758 1263
14 767 4239
23 186 732
8 998 3160
10 191 4092
22 442 3906
4 450 3117
4 374 999
16 816 4918
8 299 1659
6 567 4195
26 365 373
18 714 2374
5 975 663
31 974 3933
3 534 4660
20 717 722
9 183 4533
33 125 2950
25 184 2098
7 16 4205
34 683 1227
33 884 4381
29 190 2597
9 531 4215
16 537 4656
21 69 2170
17 147 4263
33 584 2454
33 721 3498
31 915 684
3 319 4748
21 566 1277
5 679 68
17 897 2481
19 659 850
8 628 2076
25 900 4608
11 401 2621
15 556 4257
16 521 1736
13 685 1283
16 590 2247
4 872 866
17 136 4268
1 551 665
33 661 520
5 887 332
6 77 3544
28 448 14
15 539 4269
13 161 4957
3 290 2810
9 130 2216
19 416 2727
30 125 1910
21 780 2346
11 654 825
34 567 729
24 527 4947
3 524 3643
28 487 4329
11 751 1954
24 464 1473
16 798 3310
17 944 3043
12 760 4772
4 762 336
28 551 2168
26 995 3639
18 924 3708
9 598 827
7 330 584
5 502 72
5 723 4179
23 180 3805
22 450 490
26 643 1622
23 977 1900
15 167 1423
31 826 623
25 851 31
24 222 1679
32 901 368
1 465 1200
28 680 3137
30 979 3861
24 258 2788
2 482 2073
4 778 1028
11 55 2973
32 601 3295
21 816 1211
8 737 1822
24 685 4143
33 732 3268
25 877 588
27 724 3382
29 976 1311
3 358 4769
20 615 4802
2 664 4589
19 288 1028
12 35 1030
34 725 302
15 108 4162
28 642 401
4 520 4462
9 254 3950
4 249 1293
16 319 755
30 268 2012
19 558 4070
27 226 366
21 546 4948
33 631 3378
2 943 1888
5 906 3039
20 926 4992
10 991 1798
24 931 273
25 226 3351
20 155 4526
28 674 94
17 730 3766
20 119 40
15 591 3873
25 198 3453
10 352 4646
24 330 204
23 580 3464
9 245 3326
18 218 2874
15 37 3035
20 978 3811
23 688 3753
35 158 275
27 922 3592
7 75 4519
22 829 1364
34 470 3954
25 458 3885
24 362 2651
22 761 1892
18 70 2078
7 27 172
34 538 884
30 289 60
35 172 2617
7 172 720
33 229 2910
5 808 1220
30 730 3836
18 265 4251
32 242 2516
8 860 2150
34 660 1844
28 421 1105
32 997 3425
12 650 1685
16 697 333
8 184 4925
15 928 2944
25 578 1743
10 374 670
22 891 3234
9 581 4177
21 759 1365
24 306 3197
30 52 3468
26 526 2182
31 415 4600
31 93 4501
28 649 56
8 911 509
20 533 4422
18 163 1149
21 940 898
31 670 2262
10 398 2509
10 368 4755
15 830 4198
17 754 2295
12 729 2439
19 354 1265
19 804 2481
21 981 574
21 98 1759
21 905 3446
33 730 2512
20 70 4127
7 325 1100
4 156 2504
9 168 1792
11 75 1359
25 623 707
35 73 4944
18 986 1425
16 355 4368
15 408 2569
15 548 2311
6 670 1725
34 71 2237
5 93 4209
33 896 2056
24 313 2445
23 82 137
9 225 3675
15 294 3333
31 575 4590
23 270 595
32 271 3846
3 370 4903
14 685 167
5 456 717
33 875 2551
31 950 3304
24 118 159
6 83 3301
26 570 546
5 390 2427
26 450 3741
33 740 2963
34 39 3937
21 991 399
1 23 1191
29 40 124
7 301 3539
1 958 1608
30 267 295
1 716 4511
19 996 1246
31 594 4702
17 64 1899
20 527 574
20 789 96
26 46 1706
9 260 140
5 851 1927
31 713 2826
16 600 3454
24 380 1666
23 125 3899
27 35 983
14 234 3284
1 554 77
12 612 326
28 907 2219
24 946 2314
29 248 4470
16 268 4569
26 806 623
14 792 3412
21 994 3488
18 240 4805
8 161 2076
33 666 498
6 161 265
11 989 1625
33 327 206
5 60 732
32 509 2286
25 906 3781
11 277 3684
8 295 1932
9 603 4822
12 583 3511
8 873 4348
17 238 3771
8 341 1445
34 47 4694
18 663 2996
25 224 2414
15 925 2604
14 492 1694
29 522 3551
9 890 3122
27 712 1287
31 635 628
24 334 52
20 497 662
14 987 967
35 237 4218
3 920 125
24 114 1880
22 263 2433
28 209 4108
13 27 343
7 298 2594
8 397 2831
34 397 1980
31 525 1077
16 564 2622
14 231 213
12 936 2547
16 544 810
12 840 2712
2 268 230
5 64 4409
10 779 1151
6 213 4963
17 691 3880
1 863 1304
12 133 1641
32 73 2199
3 662 182
13 754 4468
26 144 3278
29 609 3498
29 70 909
10 941 4549
14 996 4298
9 668 1796
13 573 2497
24 350 3591
25 571 981
30 334 775
22 867 4936
23 834 2681
10 875 4895
9 36 326
13 128 1695
9 501 3814
33 278 3167
27 137 1205
1 749 2180
1 206 761
12 259 425
9 444 226
30 887 2387
21 907 2596
20 37 174
34 458 1691
1 785 1413
35 313 3043
30 510 4696
17 619 2569
35 233 3846
15 123 4212
27 794 4614
7 136 955
22 593 2503
24 461 1833
25 839 612
4 911 4709
32 740 2507
12 197 2770
18 556 606
24 880 2737
10 470 1805
18 522 2988
20 793 4839
13 666 2343
14 20 3570
30 359 3487
1 277 1125
23 168 2874
29 519 2739
17 235 727
23 658 3272
20 563 1507
8 347 1158
22 258 1672
29 317 2115
22 497 4522
10 844 2228
27 64 784
27 451 1665
27 468 1058
24 591 2038
5 790 4423
25 139 796
22 757 1733
9 947 1076
33 910 114
35 62 4290
34 743 1703
18 946 47
30 430 569
20 567 2977
10 79 4031
18 175 1368
15 182 2613
20 838 1149
31 279 3372
1 722 3000
25 494 1094
23 167 4551
3 856 948
6 725 2353
8 304 404
25 579 1968
30 550 4130
21 818 2005
3 68 669
34 361 3694
6 324 1489
30 215 3726
2 332 518
35 391 2766
26 463 1820
19 861 2101
3 476 1797
15 497 1091
28 587 1232
17 473 3623
35 531 4911
24 656 269
8 723 629
29 559 4228
3 292 77
5 596 3094
7 831 3920
11 664 98
15 791 956
21 550 2745
21 539 917
18 827 1826
26 657 1005
33 173 4604
34 857 2907
30 454 4009
22 75 106
11 42 3768
23 475 1216
31 292 3225
33 250 1194
23 938 2654
13 150 4782
29 319 4753
20 26 3895
21 909 2316
1 558 4014
12 753 1443
33 45 2838
32 788 785
4 549 1781
33 107 3581
7 235 3559
34 208 893
11 967 2644
25 594 2530
12 391 2582
9 888 1444
21 188 293
7 934 1449
29 771 3608
24 902 4884
11 706 1330
24 231 254
33 50 3554
35 202 701
25 909 927
32 971 2136
19 26 4727
14 480 1105
15 116 4731
34 609 3179
35 557 288
1 474 3300
7 11 3524
17 859 1142
11 690 1609
12 23 2046
5 833 2881
11 906 304
2 515 1714
29 693 3422
7 448 2635
33 593 3607
9 343 4051
15 474 913
6 282 4990
9 750 4729
26 561 1411
24 833 75
19 329 732
29 704 3630
11 391 2443
17 851 766
24 262 3740
14 97 1325
27 732 46
24 570 1049
13 290 4113
2 548 2079
8 129 4820
25 418 1050
19 501 1653
5 448 1361
26 702 3727
1 858 4887
33 600 3760
1 86 2406
4 91 2782
1 313 3858
15 25 4204
28 695 1756
14 150 168
12 841 1339
30 644 2747
27 348 37
35 445 1731
18 274 1954
12 513 2146
32 42 1201
20 689 326
15 248 4293
34 160 287
16 84 2994
7 844 523
7 72 3230
19 984 586
29 893 3144
5 931 3825
1 168 4345
1 28 3496
34 675 4470
21 833 3289
5 276 2548
5 51 2270
33 967 4029
28 768 4327
33 326 1000
28 478 1236
2 660 39
34 593 3884
10 192 1528
24 265 2079
9 915 1703
24 700 378
2 712 2896
8 714 227
23 379 1727
4 81 4831
21 143 815
5 736 2441
28 344 690
29 297 125
29 662 2655
7 119 4862
8 209 3411
9 872 497
14 735 4221
5 457 2620
9 698 4950
10 39 4203
16 444 844
10 247 2037
17 180 853
33 921 925
6 20 1951
2 643 2948
14 988 4109
20 384 872
17 35 1247
31 982 855
2 496 4755
16 198 3739
35 449 1241
12 298 3914
24 763 2185
26 205 1022
15 462 244
1 985 2885
29 387 677
27 34 3934
8 937 3937
19 320 282
11 790 4236
6 948 345
24 88 3052
10 306 3359
12 952 4667
18 416 2365
25 941 4162
30 601 603
1 43 510
7 664 4227
2 955 4059
22 191 2390
34 453 1989
12 301 3106
22 437 3554
10 658 65
34 564 1291
18 546 3113
12 905 2955
9 109 4449
9 26 944
7 898 4061
19 319 1053
10 569 2126
25 713 2002
7 262 2285
17 797 487
14 439 457
17 360 4176
9 216 1977
31 666 2400
18 740 85
21 960 711
13 311 4258
1 957 1089
7 613 3844
1 884 3529
26 984 1782
15 717 4814
17 139 2445
23 334 1962
30 881 1219
27 312 1294
1 599 3605
17 796 84
19 585 862
31 131 758
6 491 1613
19 57 1398
10 546 76
27 983 549
35 40 1314
1 243 2752
30 722 3913
34 688 1963
9 84 746
23 720 1090
30 907 3086
3 469 595
22 388 4069
21 204 2654
34 134 4785
14 232 1923
32 742 4578
33 281 2356
29 888 1104
14 875 1169
21 785 772
10 905 3748
18 620 1757
32 246 344
12 32 4997
7 424 1505
10 833 697
23 773 340
3 791 4426
12 843 4868
25 317 2042
35 560 3834
27 684 590
5 873 2550
3 174 4519
3 878 1172
17 241 2139
3 45 234
33 428 246
29 173 1843
6 120 3814
4 416 4450
14 857 1083
32 746 2486
30 117 2851
4 101 3529
21 356 532
3 967 634
22 681 2570
24 568 4241
14 557 2162
23 346 3714
24 244 1600
10 151 2222
10 709 2651
35 122 2329
25 848 2256
25 466 2475
4 972 222
26 846 2781
21 966 1059
5 14 1443
22 908 150
28 243 1535
35 786 3310
14 779 1770
9 32 2939
7 880 760
33 363 2308
31 682 966
1 93 1829
6 690 3207
10 813 4219
30 623 2680
20 914 3202
11 961 2408
2 440 2323
18 361 3431
32 454 282
1 620 4606
4 284 644
29 524 1503
21 693 1914
4 235 172
12 940 4639
24 941 3902
10 589 2710
5 941 2521
15 765 3232
23 763 4967
7 592 2786
13 776 3994
4 295 1106
12 778 203
24 396 1042
4 968 3949
33 419 2164
29 192 76
34 284 1104
16 410 1275
35 388 1363
32 315 3436
30 821 1390
5 413 3741
9 696 4856
13 101 4214
10 467 1804
16 405 2098
34 539 4395
14 273 442
1 843 221
11 106 711
20 981 1464
13 746 4879
32 582 4110
6 893 249
29 872 3433
27 937 1348
24 481 4766
18 875 4007
1 731 244
7 112 751
28 238 1188
4 562 2611
5 772 1327
9 196 2450
15 188 3461
9 59 3571
35 289 2321
27 310 155
12 18 213
32 488 3467
27 631 1314
24 163 348
30 230 168
1 697 773
25 118 2469
29 164 314
6 198 1825
23 427 1547
16 88 3981
17 399 2393
1 789 3347
28 376 4836
18 129 471
14 256 167
35 917 3471
3 796 2974
26 456 2919
14 487 176
30 783 77
14 640 2820
1 467 1157
6 171 587
26 565 3662
35 885 520
8 534 1480
1 322 1474
20 985 736
17 249 305
1 155 27
25 914 1991
17 918 1275
12 113 808
32 210 1096
18 529 4157
33 993 2829
12 647 3504
30 444 3811
29 908 2846
8 350 3097
32 680 2845
29 270 2385
7 822 260
12 949 3854
4 495 902
16 923 4184
18 803 4305
8 270 1220
25 145 101
13 273 495
16 61 4146
16 806 3945
24 745 4631
9 127 4914
10 701 4673
27 782 478
29 869 1167
24 397 4951
23 179 2010
32 574 1852
28 366 3696
21 125 1541
8 891 2865
8 899 731
20 549 1099
4 505 3270
21 529 3234
22 271 1923
17 472 1309
21 789 2249
14 21 968
34 179 3028
17 818 3029
19 114 2837
26 169 4770
27 576 4980
5 783 1309
34 820 4667
14 849 3755
30 663 87
18 889 4406
17 928 492
12 398 4002
26 993 100
23 924 2521
33 41 1003
10 154 4434
23 747 2877
9 28 3491
19 995 4819
31 129 3010
16 177 375
21 911 696
32 614 4732
25 548 4495
25 929 2059
4 948 396
27 686 3394
10 935 2928
1 860 4051
14 801 437
6 52 1159
28 229 4978
3 112 2225
21 935 701
13 82 499
2 180 869
26 935 3389
28 370 328
17 110 2297
14 710 3351
23 789 3766
13 578 2457
11 755 3627
12 680 1936
5 529 4620
8 876 3673
13 595 2224
34 248 734
23 984 3603
26 714 2986
29 327 1093
10 968 2642
8 798 4993
33 503 664
26 50 2482
20 852 4826
35 773 4707
16 682 242
1 708 655
20 859 2808
32 581 2005
18 958 2848
35 411 4462
29 711 235
7 202 34
20 246 2717
19 658 2994
4 571 2716
4 10 2563
23 398 4639
7 401 2993
7 691 3524
34 133 2459
26 991 4612
6 651 3086
31 627 4892
13 822 3170
28 858 3216
19 100 1386
24 428 1197
13 622 1367
18 49 636
13 486 2940
12 763 3290
9 578 2284
29 868 2601
25 1000 1518
11 672 706
4 863 4629
15 613 2046
8 720 2234
2 296 3890
25 762 393
17 877 4069
10 928 4925
10 282 2163
2 978 2837
15 297 4724
14 939 1571
27 335 383
8 980 1637
31 757 2795
28 671 987
25 257 2002
18 949 100
21 381 3954
6 101 3980
34 563 726
33 679 4837
20 666 3685
26 622 680
21 977 1816
4 985 4155
32 398 3986
4 248 1992
21 200 1018
23 202 3406
32 382 4610
13 121 808
12 126 1816
25 544 1511
13 242 3863
24 415 637
31 818 1406
5 21 1711
3 870 2573
29 595 3092
9 576 2321
21 899 4683
13 423 627
9 370 2708
6 503 3694
34 644 4866
15 902 3524
5 358 3823
21 982 4881
5 800 4897
21 683 2889
6 924 2813
11 22 2047
9 966 527
9 74 3953
17 848 4538
22 159 4181
20 734 3685
34 269 3300
19 827 1809
25 676 3874
11 350 2944
9 413 3276
29 418 3705
6 549 2898
26 351 3779
31 477 4150
1 801 4671
22 461 2037
33 517 806
15 759 1471
30 723 588
16 63 4567
28 620 2195
23 975 2586
5 495 1512
26 408 1689
1 387 3323
27 360 2425
16 283 1822
11 76 3321
7 400 3260
30 298 4314
35 395 4090
26 152 2373
18 500 1798
8 317 3604
27 276 705
10 461 2181
3 729 2646
20 372 3169
1 618 112
28 884 4122
12 38 2298
21 635 1519
8 556 800
24 26 1530
5 593 1359
13 640 778
16 614 1232
10 556 2213
21 453 415
18 710 748
25 72 1811
28 315 3356
18 267 2431
18 773 2088
30 923 3852
10 919 2089
11 617 4272
2 470 275
17 40 1383
26 317 4082
10 781 3099
16 557 4916
30 930 3170
14 312 2746
2 435 4795
5 935 4093
19 988 3540
21 891 3073
1 817 2998
31 917 1442
31 473 1548
13 913 3242
31 700 2988
35 154 4666
32 989 3765
15 164 3654
24 185 147
35 690 1484
6 702 4681
34 758 1512
21 494 3394
4 540 1100
28 997 1708
25 945 3208
5 243 3949
26 77 1109
18 532 922
5 75 4596
22 519 4025
35 694 257
5 845 4451
22 486 1756
23 138 1600
27 974 4639
7 894 645
1 598 2348
6 929 1318
32 873 4285
25 923 4107
17 722 1944
21 883 2669
1 82 1991
23 618 2694
5 644 4162
7 872 4422
13 520 3222
24 572 2585
10 622 2512
19 485 3081
27 578 1187
29 721 4073
25 698 4796
7 286 2183
1 710 2326
30 309 1836
17 963 4780
23 893 2350
2 780 2651
4 774 4681
8 789 899
28 850 1781
21 812 1892
1 590 4049
22 676 1535
9 305 4145
23 808 4989
19 165 3500
11 326 2885
29 220 4983
23 740 2147
7 176 623
19 973 1713
18 318 3858
31 421 4175
20 820 2588
31 159 3491
2 912 1127
31 478 2330
36 229 2787
5 965 4710
